company_id,CIN,field,value,as_of_date,source_publisher,source_type,document_title,document_date,source_url,source_page,retrieved_at,confidence,reviewer_status,notes
COMP_L17119GJ1986PLC009152,L17119GJ1986PLC009152,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - BAHUMA POLYTEX LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17119GJ1986PLC009152,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17119GJ1986PLC009152,L17119GJ1986PLC009152,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - BAHUMA POLYTEX LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17119GJ1986PLC009152,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17119GJ1986PLC009152,L17119GJ1986PLC009152,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - BAHUMA POLYTEX LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17119GJ1986PLC009152,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,company_name,SHRI JAGDAMBA POLYMERS LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,cin,L17239GJ1985PLC007829,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SHRI JAGDAMBA POLYMERS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17239GJ1985PLC007829,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SHRI JAGDAMBA POLYMERS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17239GJ1985PLC007829,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L17239GJ1985PLC007829,L17239GJ1985PLC007829,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - SHRI JAGDAMBA POLYMERS LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L17239GJ1985PLC007829,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,company_name,JINDAL HOTELS LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,cin,L18119GJ1984PLC006922,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - JINDAL HOTELS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L18119GJ1984PLC006922,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - JINDAL HOTELS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L18119GJ1984PLC006922,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L18119GJ1984PLC006922,L18119GJ1984PLC006922,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - JINDAL HOTELS LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L18119GJ1984PLC006922,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,company_name,SOMPLAST LEATHER INDUSTRIES LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,cin,L19116GJ1983FLC006516,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SOMPLAST LEATHER INDUSTRIES LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L19116GJ1983FLC006516,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SOMPLAST LEATHER INDUSTRIES LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L19116GJ1983FLC006516,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L19116GJ1983FLC006516,L19116GJ1983FLC006516,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - SOMPLAST LEATHER INDUSTRIES LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L19116GJ1983FLC006516,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,company_name,MILTON INDUSTRIES LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,cin,L20299GJ1985PLC008047,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - MILTON INDUSTRIES LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20299GJ1985PLC008047,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - MILTON INDUSTRIES LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20299GJ1985PLC008047,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20299GJ1985PLC008047,L20299GJ1985PLC008047,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - MILTON INDUSTRIES LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20299GJ1985PLC008047,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,company_name,SARIGAM STEELS LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,cin,L20310GJ1984PLC006994,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SARIGAM STEELS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20310GJ1984PLC006994,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - SARIGAM STEELS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20310GJ1984PLC006994,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L20310GJ1984PLC006994,L20310GJ1984PLC006994,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - SARIGAM STEELS LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20310GJ1984PLC006994,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,company_name,RAINBOW PAPERS LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,cin,L21010GJ1986PLC008772,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,authorized_capital,50000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - RAINBOW PAPERS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L21010GJ1986PLC008772,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,paid_up_capital,25000000,2025-03-31,MCA / Corporate Master Data,OFFICIAL_REGISTRY,Company Master Data Record - RAINBOW PAPERS LIMITED,2026-08-26,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L21010GJ1986PLC008772,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L21010GJ1986PLC008772,L21010GJ1986PLC008772,revenue_from_operations,84000000,2025-03-31,MCA AOC-4 Filing,CORPORATE_FILING,Form AOC-4 Financial Statements FY 2024-25 - RAINBOW PAPERS LIMITED,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L21010GJ1986PLC008772,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Extracted from AOC-4 financial statement
COMP_L23200GJ1985PLC008013,L23200GJ1985PLC008013,company_name,ADVANCE PETROCHEMICALS LIMITED,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
COMP_L23200GJ1985PLC008013,L23200GJ1985PLC008013,company_status,Active,2026-08-26,MCA / Master Registry,OFFICIAL_REGISTRY,Company Master Record,2026-08-26,https://api.data.gov.in/resource/4dbe5667-7b6b-41d7-82af-211562424d9a,1,2026-08-26T17:30:00Z,HIGH,APPROVED,Verified from MCA master record
