document_id,CIN,document_type,title,publisher,document_date,download_url,local_filename,file_hash,retrieved_at
DOC_C7AAEEC07E96,U72900MH2021PTC368492,CORPORATE_FILING,Form SPICe MOA (INC-33)-16122021 1769402883840,MCA / Official Corporate Filing,2021-03-31,file:///Users/apple/Downloads/Shell companies/doc/Adafoa technology Pvt ltd/Form SPICe MOA (INC-33)-16122021_1769402883840.pdf,documents/Adafoa technology Pvt ltd/Form SPICe MOA (INC-33)-16122021_1769402883840.pdf,4142d7b6825b397a3ad3bfb141486493b812add25b88cb4c76b1dccbec643e69,2026-08-26T00:00:00Z
DOC_E20FFE404E4E,U72900MH2021PTC368492,CORPORATE_FILING,Form SPICe AOA (INC-34)-14122021 1769402856057,MCA / Official Corporate Filing,2021-03-31,file:///Users/apple/Downloads/Shell companies/doc/Adafoa technology Pvt ltd/Form SPICe AOA (INC-34)-14122021_1769402856057.pdf,documents/Adafoa technology Pvt ltd/Form SPICe AOA (INC-34)-14122021_1769402856057.pdf,e3e77f662d014768f748bfbd4152aef72bffd30a02c2e6d0358a29302e051d38,2026-08-26T00:00:00Z
DOC_602E8F1734D9,U01403MH2015PTC261942,CORPORATE_FILING,U01100MH2019PTC320804 UU3480759 (4),MCA / Official Corporate Filing,2019-03-31,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (4).zip,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (4).zip,e44259f2bc16a29d0a2d6372097450bdc9c871b4f789ea20ad6689339180b447,2026-08-26T00:00:00Z
DOC_4EA79317C122,U01403MH2015PTC261942,CORPORATE_FILING,U01100MH2019PTC320804 UU3480759,MCA / Official Corporate Filing,2019-03-31,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759.zip,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759.zip,b4c2909563c8b8fe9528679a43b664df7df91e337f74c083807ababaaad816d2,2026-08-26T00:00:00Z
DOC_90B59CAE612B,U01403MH2015PTC261942,CORPORATE_FILING,U01100MH2019PTC320804 UU3480759 (2),MCA / Official Corporate Filing,2019-03-31,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (2).zip,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (2).zip,f1c85b9383abd0fa9f131a00014038c5ed0cbe50c6a68ae0121c0fc883b1ab09,2026-08-26T00:00:00Z
DOC_87F8B2FDE75E,U01403MH2015PTC261942,CORPORATE_FILING,U01100MH2019PTC320804 UU3480759 (3),MCA / Official Corporate Filing,2019-03-31,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (3).zip,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (3).zip,25098042abfd44060440b514abfe269a7d731067a9e579a26d5cee7a5c2124b7,2026-08-26T00:00:00Z
DOC_F7F84565C454,U01403MH2015PTC261942,CORPORATE_FILING,U01100MH2019PTC320804 UU3480759 (1),MCA / Official Corporate Filing,2019-03-31,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (1).zip,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Annual Filing/U01100MH2019PTC320804_UU3480759 (1).zip,c981f9b81dce48c26f989cff71acd32e97c159b870113b592bd7113be3d0f980,2026-08-26T00:00:00Z
DOC_1F66655DD373,U01403MH2015PTC261942,RESOLUTIONS_AGREEMENTS,MGT-14 Form MGT14 17 11 2025,MCA / Official Corporate Filing,2025-11-17,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_17_11_2025.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_17_11_2025.pdf,ba5b1c39fc2a79c10be880ba3a4bc5858508cc74028b284922f78c3706cf413b,2026-08-26T00:00:00Z
DOC_FE42BFC94678,U01403MH2015PTC261942,RESOLUTIONS_AGREEMENTS,MGT-14 Form MGT14 19 03 2022,MCA / Official Corporate Filing,2022-03-19,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_19_03_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_19_03_2022.pdf,1628249b69ba0ba6524829d1eeb76a91c2665afd2287e501a9d1dc7960569f60,2026-08-26T00:00:00Z
DOC_F9E13112D78C,U01403MH2015PTC261942,REGISTERED_OFFICE,INC-22 Copies of the utility bills not older than two months 17 11 2025,MCA / Official Corporate Filing,2025-11-17,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_17_11_2025.jpeg,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_17_11_2025.jpeg,2d471870bb1a4c2a132855e244b0f8f4835df5fe91316961c6076c0cf36e72e6,2026-08-26T00:00:00Z
DOC_446B79AC5D8D,U01403MH2015PTC261942,CORPORATE_FILING,SH-7 Altered memorandum of assciation 30 11 2022,MCA / Official Corporate Filing,2022-11-30,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Altered memorandum of assciation_30_11_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Altered memorandum of assciation_30_11_2022.pdf,0879ad1710586a03e4d86f2fb31a876de8ebe3670ad848e7f1b7086f2b2e1509,2026-08-26T00:00:00Z
DOC_852734BFD6F4,U01403MH2015PTC261942,RESOLUTIONS_AGREEMENTS,MGT-14 Altered memorandum of association (1) 19 03 2022,MCA / Official Corporate Filing,2022-03-19,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Altered memorandum of association (1)_19_03_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Altered memorandum of association (1)_19_03_2022.pdf,4e84cf310c9fc91d078d32201ca75eacd6ed4454312d76b928d41272bee9bac8,2026-08-26T00:00:00Z
DOC_0DE996DEA4D9,U01403MH2015PTC261942,COMMENCEMENT_OF_BUSINESS,INC-20A Form INC20A 30 12 2020,MCA / Official Corporate Filing,2020-12-30,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-20A_Form INC20A_30_12_2020.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-20A_Form INC20A_30_12_2020.pdf,c2232ecbdac778bb64f99ed56d478592175a01541fc98f758b3c6b4d1e610a57,2026-08-26T00:00:00Z
DOC_930B89DA513B,U01403MH2015PTC261942,CORPORATE_FILING,SH-7 Copy of the resolution for alteration of capital 30 11 2022,MCA / Official Corporate Filing,2022-11-30,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Copy of the resolution for alteration of capital_30_11_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Copy of the resolution for alteration of capital_30_11_2022.pdf,d08b7bb3fd87e770e89413b6f6418da718da1458d34e00642f81f127090bff71,2026-08-26T00:00:00Z
DOC_C41232CB0EED,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Form ADT1 14 10 2025,MCA / Official Corporate Filing,2025-10-14,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Form ADT1_14_10_2025.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Form ADT1_14_10_2025.pdf,329decc474295cb198ca3e39a41e025269c9892c389a89497b0f7c9bcefb350b,2026-08-26T00:00:00Z
DOC_CA1883AD81A3,U01403MH2015PTC261942,REGISTERED_OFFICE,INC-22 Form INC22 29 04 2023,MCA / Official Corporate Filing,2023-04-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Form INC22_29_04_2023.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Form INC22_29_04_2023.pdf,47b5120b04c8548220f3e11daec325464dfad12744059493f598ee4924d43716,2026-08-26T00:00:00Z
DOC_E47B218B5203,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Copy of the intimation sent by company 14 10 2025,MCA / Official Corporate Filing,2025-10-14,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of the intimation sent by company_14_10_2025.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of the intimation sent by company_14_10_2025.pdf,80cf055100548877908122ab731f08bf2320062202b3f057d70f565a1812c689,2026-08-26T00:00:00Z
DOC_31157546CDDA,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Copy of written consent given by auditor 29 01 2021,MCA / Official Corporate Filing,2021-01-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of written consent given by auditor_29_01_2021.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of written consent given by auditor_29_01_2021.pdf,b59f2724691bce6c446f43a54b4652a0ada080a49b400eb87dd7853a82365ee6,2026-08-26T00:00:00Z
DOC_1EAA6F0DCF82,U01403MH2015PTC261942,REGISTERED_OFFICE,INC-22 Form INC22 08 03 2019,MCA / Official Corporate Filing,2019-03-08,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Form INC22_08_03_2019.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Form INC22_08_03_2019.pdf,862c07ab460d410a1fb8075ad294385a2566d470518893eff5bc5df8cad3c31e,2026-08-26T00:00:00Z
DOC_D830820A6669,U01403MH2015PTC261942,REGISTERED_OFFICE,INC-22 Copies of the utility bills not older than two months 29 04 2023,MCA / Official Corporate Filing,2023-04-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_29_04_2023.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_29_04_2023.pdf,7dd6a44fc3a3045c747aae62c09bc677bba81670d40a6f17933908088a7bf22a,2026-08-26T00:00:00Z
DOC_BF540636A9FA,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Form ADT1 29 01 2021,MCA / Official Corporate Filing,2021-01-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Form ADT1_29_01_2021.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Form ADT1_29_01_2021.pdf,fc7860b6722d6c33b3bd41dde57aed73520e4bf96efb3b1fb3b190d044d6ffe3,2026-08-26T00:00:00Z
DOC_A35E25C0F65B,U01403MH2015PTC261942,CORPORATE_FILING,PAS-3 Form PAS3 03 04 2024,MCA / Official Corporate Filing,2024-04-03,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/PAS-3_Form PAS3_03_04_2024.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/PAS-3_Form PAS3_03_04_2024.pdf,f5a57e85d000d84f34c38f9c404deadeb51c5ad17d8752079cdd69cfdfffbf47,2026-08-26T00:00:00Z
DOC_FD2C31038B2F,U01403MH2015PTC261942,RESOLUTIONS_AGREEMENTS,MGT-14 Altered memorandum of association 19 03 2022,MCA / Official Corporate Filing,2022-03-19,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Altered memorandum of association_19_03_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Altered memorandum of association_19_03_2022.pdf,4e84cf310c9fc91d078d32201ca75eacd6ed4454312d76b928d41272bee9bac8,2026-08-26T00:00:00Z
DOC_C6AD4D46EF24,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Copy of written consent given by auditor 14 10 2025,MCA / Official Corporate Filing,2025-10-14,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of written consent given by auditor_14_10_2025.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of written consent given by auditor_14_10_2025.pdf,60d70a7b8ffb309feb2b7f9fd44df70d49ca6ff8caf6600d8e7ce58dc519a5cf,2026-08-26T00:00:00Z
DOC_2243EC80B7B3,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Copy of the intimation sent by company 29 01 2021,MCA / Official Corporate Filing,2021-01-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of the intimation sent by company_29_01_2021.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of the intimation sent by company_29_01_2021.pdf,ba960125a1ff320259a47761b82ea989b72edf09bef67aad67582ec6c40c7915,2026-08-26T00:00:00Z
DOC_E3A8A8008752,U01403MH2015PTC261942,CORPORATE_FILING,SH-7 Optional attachments if any 30 11 2022,MCA / Official Corporate Filing,2022-11-30,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Optional attachments if any_30_11_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Optional attachments if any_30_11_2022.pdf,4a56f2f2b6c222e1d94f2c5d647a449e8be92cfa36f40c542fbef87cbe72b60b,2026-08-26T00:00:00Z
DOC_B8703D210865,U01403MH2015PTC261942,REGISTERED_OFFICE,INC-22 Copies of the utility bills not older than two months 08 03 2019,MCA / Official Corporate Filing,2019-03-08,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_08_03_2019.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/INC-22_Copies of the utility bills not older than two months_08_03_2019.pdf,e7896b700e8aad496f34db207a94616810f7cbdf1d5e2d74c66e02d3ce3d8b50,2026-08-26T00:00:00Z
DOC_1240DE857723,U01403MH2015PTC261942,RESOLUTIONS_AGREEMENTS,MGT-14 Form MGT14 07 04 2022,MCA / Official Corporate Filing,2022-04-07,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_07_04_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/MGT-14_Form MGT14_07_04_2022.pdf,bddf2e24cbf5b2efae176b1d8e561fe8033ded4f87a68862ece89a15e6fc9a4e,2026-08-26T00:00:00Z
DOC_8176528996C4,U01403MH2015PTC261942,AUDITOR_APPOINTMENT,ADT - 1 Copy of resolution passed by the company 29 01 2021,MCA / Official Corporate Filing,2021-01-29,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of resolution passed by the company_29_01_2021.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/ADT - 1_Copy of resolution passed by the company_29_01_2021.pdf,79ce8e0ac82f2501a0d4f2f36ebab0f8c7bf483be78e4d47982758c5893d2e1d,2026-08-26T00:00:00Z
DOC_B914A12AF62B,U01403MH2015PTC261942,CORPORATE_FILING,SH-7 Form SH7 30 11 2022,MCA / Official Corporate Filing,2022-11-30,file:///Users/apple/Downloads/Shell companies/doc/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Form SH7_30_11_2022.pdf,documents/BAGLAN FARMERS PRODUCER COMPANY LIMITED-20260803T053634Z-1-001/BAGLAN FARMERS PRODUCER COMPANY LIMITED/Other eForm Documents/SH-7_Form SH7_30_11_2022.pdf,d6e8eafdfbf1181f74ec074b030205fccef45d95b5330b1b0199d1c24ab8dc31,2026-08-26T00:00:00Z
