source_type,source_id,source_name,edge_type,target_type,target_id,target_name,start_date,end_date,source_url,source_page,confidence
COMPANY,L18119GJ1984PLC006922,JINDAL HOTELS LIMITED,REGISTERED_AT,ADDRESS,ADDR_3F1F23BA7C,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L18119GJ1984PLC006922,1,HIGH
AUDITOR,AUD_919B8ED981,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L18119GJ1984PLC006922,JINDAL HOTELS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L18119GJ1984PLC006922,1,HIGH
COMPANY,L19116GJ1983FLC006516,SOMPLAST LEATHER INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_22946E4EB1,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L19116GJ1983FLC006516,1,HIGH
AUDITOR,AUD_1B284194F6,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L19116GJ1983FLC006516,SOMPLAST LEATHER INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L19116GJ1983FLC006516,1,HIGH
COMPANY,L20299GJ1985PLC008047,MILTON INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_F7229E7107,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20299GJ1985PLC008047,1,HIGH
AUDITOR,AUD_B97A127ECE,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L20299GJ1985PLC008047,MILTON INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20299GJ1985PLC008047,1,HIGH
COMPANY,L20310GJ1984PLC006994,SARIGAM STEELS LIMITED,REGISTERED_AT,ADDRESS,ADDR_C188FE37B0,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20310GJ1984PLC006994,1,HIGH
AUDITOR,AUD_735556E416,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L20310GJ1984PLC006994,SARIGAM STEELS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L20310GJ1984PLC006994,1,HIGH
COMPANY,L21010GJ1986PLC008772,RAINBOW PAPERS LIMITED,REGISTERED_AT,ADDRESS,ADDR_0DDAFACE32,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L21010GJ1986PLC008772,1,HIGH
AUDITOR,AUD_B987236D47,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L21010GJ1986PLC008772,RAINBOW PAPERS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L21010GJ1986PLC008772,1,HIGH
COMPANY,L23200GJ1985PLC008013,ADVANCE PETROCHEMICALS LIMITED,REGISTERED_AT,ADDRESS,ADDR_6532F0600D,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L23200GJ1985PLC008013,1,HIGH
AUDITOR,AUD_99449385F2,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L23200GJ1985PLC008013,ADVANCE PETROCHEMICALS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L23200GJ1985PLC008013,1,HIGH
COMPANY,L23209GJ1982PLC005062,PANAMA PETROCHEM LIMITED,REGISTERED_AT,ADDRESS,ADDR_9BE44F1FE0,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L23209GJ1982PLC005062,1,HIGH
AUDITOR,AUD_67E0C17149,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L23209GJ1982PLC005062,PANAMA PETROCHEM LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L23209GJ1982PLC005062,1,HIGH
COMPANY,L24100GJ1982PLC005302,OSIAN INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_82C7E8C25E,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1982PLC005302,1,HIGH
AUDITOR,AUD_3D6794E15A,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24100GJ1982PLC005302,OSIAN INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1982PLC005302,1,HIGH
COMPANY,L24100GJ1983PLC006513,GHCL LIMITED,REGISTERED_AT,ADDRESS,ADDR_175A3345F4,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1983PLC006513,1,HIGH
AUDITOR,AUD_8944344235,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24100GJ1983PLC006513,GHCL LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1983PLC006513,1,HIGH
COMPANY,L24100GJ1984PLC111413,MEDICO INTERCONTINENTAL LIMITED,REGISTERED_AT,ADDRESS,ADDR_FA476DA6CC,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1984PLC111413,1,HIGH
AUDITOR,AUD_A3EF180D69,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24100GJ1984PLC111413,MEDICO INTERCONTINENTAL LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1984PLC111413,1,HIGH
COMPANY,L24100GJ1985PLC007753,GUJARAT TERCE LABORATORIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_BA908DB75E,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1985PLC007753,1,HIGH
AUDITOR,AUD_4B1931168F,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24100GJ1985PLC007753,GUJARAT TERCE LABORATORIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24100GJ1985PLC007753,1,HIGH
COMPANY,L24110GJ1982PLC005057,VIVANZA BIOSCIENCES LIMITED,REGISTERED_AT,ADDRESS,ADDR_EA0C847458,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1982PLC005057,1,HIGH
AUDITOR,AUD_FC0D828953,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1982PLC005057,VIVANZA BIOSCIENCES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1982PLC005057,1,HIGH
COMPANY,L24110GJ1984PLC007301,AARTI INDUSTRIES LTD,REGISTERED_AT,ADDRESS,ADDR_F58D567B80,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1984PLC007301,1,HIGH
AUDITOR,AUD_D4920E7274,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1984PLC007301,AARTI INDUSTRIES LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1984PLC007301,1,HIGH
COMPANY,L24110GJ1985PLC008225,SKYLEAD CHEMICALS LTD,REGISTERED_AT,ADDRESS,ADDR_6706D220B3,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1985PLC008225,1,HIGH
AUDITOR,AUD_1A986A20CA,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1985PLC008225,SKYLEAD CHEMICALS LTD,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1985PLC008225,1,HIGH
COMPANY,L24110GJ1986PLC008634,CHEMIESYNTH (VAPI) LIMITED,REGISTERED_AT,ADDRESS,ADDR_BFADE407A7,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC008634,1,HIGH
AUDITOR,AUD_D48E9C9D38,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1986PLC008634,CHEMIESYNTH (VAPI) LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC008634,1,HIGH
COMPANY,L24110GJ1986PLC008924,YOGI HEALTHCARE LIMITED,REGISTERED_AT,ADDRESS,ADDR_6E568FBF55,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC008924,1,HIGH
AUDITOR,AUD_E63CB97EFB,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1986PLC008924,YOGI HEALTHCARE LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC008924,1,HIGH
COMPANY,L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,REGISTERED_AT,ADDRESS,ADDR_02AF31302C,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC009003,1,HIGH
AUDITOR,AUD_1DBDA775B7,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC009003,1,HIGH
COMPANY,L24110GJ1986PLC009140,JUPITER BIOTECH LIMITED,REGISTERED_AT,ADDRESS,ADDR_895891ABFB,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC009140,1,HIGH
AUDITOR,AUD_4F2BDC5E02,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24110GJ1986PLC009140,JUPITER BIOTECH LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24110GJ1986PLC009140,1,HIGH
COMPANY,L24117GJ1985PLC007985,GBL INDUSTRIES LIMITED,REGISTERED_AT,ADDRESS,ADDR_89BA33851B,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24117GJ1985PLC007985,1,HIGH
AUDITOR,AUD_F5FB9059C7,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24117GJ1985PLC007985,GBL INDUSTRIES LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24117GJ1985PLC007985,1,HIGH
COMPANY,L24219GJ1985PLC025132,UPL LIMITED,REGISTERED_AT,ADDRESS,ADDR_624399CBAC,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24219GJ1985PLC025132,1,HIGH
AUDITOR,AUD_B5B5102636,M/s R. K. Patel & Co Chartered Accountants,AUDITED_BY,COMPANY,L24219GJ1985PLC025132,UPL LIMITED,2024-04-01,2025-03-31,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24219GJ1985PLC025132,1,HIGH
COMPANY,L24230GJ1983PLC006329,DISHMAN PHARMACEUTICALS AND CHEMICALSLIMITED,REGISTERED_AT,ADDRESS,ADDR_4A078F6EF6,"Industrial Area, Phase II, Gujarat, India - 380002",2023-04-18,,https://www.mca.gov.in/mcafast/companyMasterData.do?cin=L24230GJ1983PLC006329,1,HIGH
